loc,folio,line_order,token_position,token,role,module,status,meta_I,meta_L,meta_H,line_marker_family,stratum_I_L_H_marker,semantic_function,pass20_tier,frame_prefix,morph_body,terminal_class,shape_body,shape_remainder,gallows_signature,has_gallows,conservative_family_key,broad_shape_family_key,stolfi_signature_key,full_terminal_class,full_body_shape,surface_token_key,line_len,rel_pos,pos_bin,line_len_bin,prev_token,next_token,prev_terminal_class,next_terminal_class,prev_shape_remainder,next_shape_remainder,prev_frame_prefix,next_frame_prefix,prev_broad_shape_family_key,next_broad_shape_family_key,prev_stolfi_signature_key,next_stolfi_signature_key,prev_conservative_family_key,next_conservative_family_key
"f101v.26,+P0",f101v,4187,8,qokeody,H11,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,eo,dy,EO,EODY,k,1,eo|dy|EO,EO|dy,G_k|S_EODY|T_dy,dy,QOGEO,qokeody,22,0.36363636363636365,middle,verylong,qoor,cheor,r,or,OL,EOL,qo,ch,O|r,E|or,NG|S_OL|T_r,NG|S_EOL|T_or,o|r|O,e|or|E
"f101v.26,+P0",f101v,4187,9,cheor,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,e,or,E,EOL,NONE,0,e|or|E,E|or,NG|S_EOL|T_or,or,BE,cheor,22,0.4090909090909091,middle,verylong,qokeody,okeo,dy,NONE,EODY,EO,qok,ok,EO|dy,EO|NONE,G_k|S_EODY|T_dy,G_k|S_EO|T_NONE,eo|dy|EO,eo|NONE|EO
"f101v.26,+P0",f101v,4187,10,okeo,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,eo,NONE,EO,EO,k,1,eo|NONE|EO,EO|NONE,G_k|S_EO|T_NONE,NONE,OGEO,okeo,22,0.45454545454545453,middle,verylong,cheor,oiin,or,in,EOL,IL,ch,o,E|or,E|in,NG|S_EOL|T_or,NG|S_IL|T_in,e|or|E,i|in|E
"f101v.26,+P0",f101v,4187,11,oiin,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,i,in,E,IL,NONE,0,i|in|E,E|in,NG|S_IL|T_in,iin,O,oiin,22,0.5,middle,verylong,okeo,cheey,NONE,ey,EO,EY,ok,ch,EO|NONE,E|ey,G_k|S_EO|T_NONE,NG|S_EY|T_ey,eo|NONE|EO,e|ey|E
"f101v.26,+P0",f101v,4187,12,cheey,R06,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,e,ey,E,EY,NONE,0,e|ey|E,E|ey,NG|S_EY|T_ey,eey,B,cheey,22,0.5454545454545454,middle,verylong,oiin,cthey,in,ey,IL,XGXEY,o,NONE,E|in,XGX|ey,NG|S_IL|T_in,G_t|S_XGXEY|T_ey,i|in|E,cth|ey|XGX
"f101v.26,+P0",f101v,4187,13,cthey,R04,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,cth,ey,XGX,XGXEY,t,1,cth|ey|XGX,XGX|ey,G_t|S_XGXEY|T_ey,ey,XGX,cthey,22,0.5909090909090909,middle,verylong,cheey,ory,ey,y,EY,LY,ch,o,E|ey,L|y,NG|S_EY|T_ey,NG|S_LY|T_y,e|ey|E,r|y|L
"f101v.26,+P0",f101v,4187,14,ory,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,r,y,L,LY,NONE,0,r|y|L,L|y,NG|S_LY|T_y,y,OL,ory,22,0.6363636363636364,middle,verylong,cthey,ctheey,ey,eey,XGXEY,XGXEY,NONE,NONE,XGX|ey,XGX|eey,G_t|S_XGXEY|T_ey,G_t|S_XGXEY|T_eey,cth|ey|XGX,cth|eey|XGX
"f101v.26,+P0",f101v,4187,15,ctheey,R04,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,cth,eey,XGX,XGXEY,t,1,cth|eey|XGX,XGX|eey,G_t|S_XGXEY|T_eey,eey,XGX,ctheey,22,0.6818181818181818,late,verylong,ory,qokeey,y,ey,LY,EY,o,qok,L|y,E|ey,NG|S_LY|T_y,G_k|S_EY|T_ey,r|y|L,e|ey|E
"f101v.26,+P0",f101v,4187,16,qokeey,H08,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,e,ey,E,EY,k,1,e|ey|E,E|ey,G_k|S_EY|T_ey,eey,QOG,qokeey,22,0.7272727272727273,late,verylong,ctheey,shol,eey,l,XGXEY,OL,NONE,sh,XGX|eey,O|l,G_t|S_XGXEY|T_eey,NG|S_OL|T_l,cth|eey|XGX,o|l|O
"f101v.26,+P0",f101v,4187,17,shol,R08,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,o,l,O,OL,NONE,0,o|l|O,O|l,NG|S_OL|T_l,ol,B,shol,22,0.7727272727272727,late,verylong,qokeey,ody,ey,y,EY,DY,qok,o,E|ey,D|y,G_k|S_EY|T_ey,NG|S_DY|T_y,e|ey|E,d|y|D
"f101v.26,+P0",f101v,4187,18,ody,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,o,d,y,D,DY,NONE,0,d|y|D,D|y,NG|S_DY|T_y,dy,O,ody,22,0.8181818181818182,late,verylong,shol,cheol,l,ol,OL,EOL,sh,ch,O|l,E|ol,NG|S_OL|T_l,NG|S_EOL|T_ol,o|l|O,e|ol|E
"f101v.26,+P0",f101v,4187,19,cheol,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,e,ol,E,EOL,NONE,0,e|ol|E,E|ol,NG|S_EOL|T_ol,ol,BE,cheol,22,0.8636363636363636,late,verylong,ody,oralar,y,ar,DY,OLOL,o,or,D|y,OL|ar,NG|S_DY|T_y,NG|S_OLOL|T_ar,d|y|D,al|ar|OL
"f101v.26,+P0",f101v,4187,20,oralar,R00,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,or,al,ar,OL,OLOL,NONE,0,al|ar|OL,OL|ar,NG|S_OLOL|T_ar,ar,OLOL,oralar,22,0.9090909090909091,late,verylong,cheol,shey,ol,y,EOL,EY,ch,sh,E|ol,E|y,NG|S_EOL|T_ol,NG|S_EY|T_y,e|ol|E,e|y|E
"f101v.26,+P0",f101v,4187,21,shey,R06,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,e,y,E,EY,NONE,0,e|y|E,E|y,NG|S_EY|T_y,ey,B,shey,22,0.9545454545454546,penult,verylong,oralar,qokarary,ar,y,OLOL,OLOLY,or,qok,OL|ar,OLOL|y,NG|S_OLOL|T_ar,G_k|S_OLOLY|T_y,al|ar|OL,arar|y|OLOL
"f101v.26,+P0",f101v,4187,22,qokarary,R03,G1,FORMAL_G1_GLOBAL_FRAME,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,arar,y,OLOL,OLOLY,k,1,arar|y|OLOL,OLOL|y,G_k|S_OLOLY|T_y,y,QOGOLOL,qokarary,22,1.0,last,verylong,shey,EOL,y,EOL,EY,EOL,sh,EOL,E|y,EOL,NG|S_EY|T_y,EOL,e|y|E,EOL
"f101v.4,@Lf",f101v,4165,1,ytal,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,t,al,G,GOL,t,1,t|al|G,G|al,G_t|S_GOL|T_al,al,YG,ytal,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.5,@Lf",f101v,4166,1,dokor,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,ok,or,OG,OGOL,k,1,ok|or|OG,OG|or,G_k|S_OGOL|T_or,or,DOG,dokor,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.6,@Lf",f101v,4167,1,orar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,or,a,r,O,OL,NONE,0,a|r|O,O|r,NG|S_OL|T_r,ar,OL,orar,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.7,@Lf",f101v,4168,1,otarar,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,ar,ar,OL,OLOL,t,1,ar|ar|OL,OL|ar,G_t|S_OLOL|T_ar,ar,OGOL,otarar,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.8,@Lf",f101v,4169,1,otly,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,l,y,L,LY,t,1,l|y|L,L|y,G_t|S_LY|T_y,y,OGL,otly,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f101v.9,@Lf",f101v,4170,1,soraly,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,oral,y,OLOL,OLOLY,NONE,0,oral|y|OLOL,OLOL|y,NG|S_OLOLY|T_y,y,XOLOL,soraly,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f102r1.14,+P0",f102r1,4203,1,doeey,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,o,eey,O,OEY,NONE,0,o|eey|O,O|eey,NG|S_OEY|T_eey,eey,DO,doeey,11,0.09090909090909091,first,verylong,BOL,keeol,BOL,ol,BOL,GEOL,BOL,NONE,BOL,GE|ol,BOL,G_k|S_GEOL|T_ol,BOL,kee|ol|GE
"f102r1.14,+P0",f102r1,4203,2,keeol,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,kee,ol,GE,GEOL,k,1,kee|ol|GE,GE|ol,G_k|S_GEOL|T_ol,ol,GE,keeol,11,0.18181818181818182,second,verylong,doeey,qokeo,eey,NONE,OEY,EO,d,qok,O|eey,EO|NONE,NG|S_OEY|T_eey,G_k|S_EO|T_NONE,o|eey|O,eo|NONE|EO
"f102r1.14,+P0",f102r1,4203,3,qokeo,H08,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,eo,NONE,EO,EO,k,1,eo|NONE|EO,EO|NONE,G_k|S_EO|T_NONE,NONE,QOGEO,qokeo,11,0.2727272727272727,early,verylong,keeol,daor,ol,or,GEOL,OL,NONE,d,GE|ol,O|or,G_k|S_GEOL|T_ol,NG|S_OL|T_or,kee|ol|GE,a|or|O
"f102r1.14,+P0",f102r1,4203,4,daor,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,a,or,O,OL,NONE,0,a|or|O,O|or,NG|S_OL|T_or,or,DO,daor,11,0.36363636363636365,middle,verylong,qokeo,shey,NONE,y,EO,EY,qok,sh,EO|NONE,E|y,G_k|S_EO|T_NONE,NG|S_EY|T_y,eo|NONE|EO,e|y|E
"f102r1.14,+P0",f102r1,4203,5,shey,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,e,y,E,EY,NONE,0,e|y|E,E|y,NG|S_EY|T_y,ey,B,shey,11,0.45454545454545453,middle,verylong,daor,qoteol,or,ol,OL,EOL,d,qot,O|or,E|ol,NG|S_OL|T_or,G_t|S_EOL|T_ol,a|or|O,e|ol|E
"f102r1.14,+P0",f102r1,4203,6,qoteol,H13,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qot,e,ol,E,EOL,t,1,e|ol|E,E|ol,G_t|S_EOL|T_ol,ol,QOGE,qoteol,11,0.5454545454545454,middle,verylong,shey,okol,y,l,EY,OL,sh,ok,E|y,O|l,NG|S_EY|T_y,G_k|S_OL|T_l,e|y|E,o|l|O
"f102r1.14,+P0",f102r1,4203,7,okol,R07,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,o,l,O,OL,k,1,o|l|O,O|l,G_k|S_OL|T_l,ol,OG,okol,11,0.6363636363636364,middle,verylong,qoteol,chos,ol,NONE,EOL,OX,qot,ch,E|ol,OX|NONE,G_t|S_EOL|T_ol,NG|S_OX|T_NONE,e|ol|E,os|NONE|OX
"f102r1.14,+P0",f102r1,4203,8,chos,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,os,NONE,OX,OX,NONE,0,os|NONE|OX,OX|NONE,NG|S_OX|T_NONE,NONE,BOX,chos,11,0.7272727272727273,late,verylong,okol,s,l,NONE,OL,X,ok,NONE,O|l,X|NONE,G_k|S_OL|T_l,NG|S_X|T_NONE,o|l|O,s|NONE|X
"f102r1.14,+P0",f102r1,4203,9,s,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,s,NONE,X,X,NONE,0,s|NONE|X,X|NONE,NG|S_X|T_NONE,NONE,X,s,11,0.8181818181818182,late,verylong,chos,or,NONE,r,OX,OL,ch,NONE,OX|NONE,O|r,NG|S_OX|T_NONE,NG|S_OL|T_r,os|NONE|OX,o|r|O
"f102r1.14,+P0",f102r1,4203,10,or,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,o,r,O,OL,NONE,0,o|r|O,O|r,NG|S_OL|T_r,r,O,or,11,0.9090909090909091,penult,verylong,s,oeeaiin,NONE,aiin,X,EOIL,NONE,o,X|NONE,E|aiin,NG|S_X|T_NONE,NG|S_EOIL|T_aiin,s|NONE|X,ee|aiin|E
"f102r1.14,+P0",f102r1,4203,11,oeeaiin,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,ee,aiin,E,EOIL,NONE,0,ee|aiin|E,E|aiin,NG|S_EOIL|T_aiin,aiin,OE,oeeaiin,11,1.0,last,verylong,or,EOL,r,EOL,OL,EOL,NONE,EOL,O|r,EOL,NG|S_OL|T_r,EOL,o|r|O,EOL
"f102r1.2,@Lf",f102r1,4191,1,otodeeodor,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,odeeod,or,ODEOD,ODEODOL,t,1,odeeod|or|ODEOD,ODEOD|or,G_t|S_ODEODOL|T_or,or,OGODEOD,otodeeodor,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
"f102r1.3,@P0",f102r1,4192,1,polaiin,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_start,P|A|1|paragraph_start,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,pol,aiin,GOL,GOLOIL,p,1,pol|aiin|GOL,GOL|aiin,G_p|S_GOLOIL|T_aiin,aiin,GOL,polaiin,7,0.14285714285714285,first,long,BOL,shocthy,BOL,y,BOL,OXGXY,BOL,sh,BOL,OXGX|y,BOL,G_t|S_OXGXY|T_y,BOL,octh|y|OXGX
"f102r1.3,@P0",f102r1,4192,2,shocthy,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_start,P|A|1|paragraph_start,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,octh,y,OXGX,OXGXY,t,1,octh|y|OXGX,OXGX|y,G_t|S_OXGXY|T_y,y,BOXGX,shocthy,7,0.2857142857142857,second,long,polaiin,qoteol,aiin,ol,GOLOIL,EOL,NONE,qot,GOL|aiin,E|ol,G_p|S_GOLOIL|T_aiin,G_t|S_EOL|T_ol,pol|aiin|GOL,e|ol|E
"f102r1.3,@P0",f102r1,4192,3,qoteol,H13,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_start,P|A|1|paragraph_start,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qot,e,ol,E,EOL,t,1,e|ol|E,E|ol,G_t|S_EOL|T_ol,ol,QOGE,qoteol,7,0.42857142857142855,middle,long,shocthy,loiiin,y,iin,OXGXY,LOIEL,sh,NONE,OXGX|y,LOE|iin,G_t|S_OXGXY|T_y,NG|S_LOIEL|T_iin,octh|y|OXGX,loi|iin|LOE
"f102r1.3,@P0",f102r1,4192,4,loiiin,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_start,P|A|1|paragraph_start,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,loi,iin,LOE,LOIEL,NONE,0,loi|iin|LOE,LOE|iin,NG|S_LOIEL|T_iin,iin,LOE,loiiin,7,0.5714285714285714,middle,long,qoteol,oteeor,ol,or,EOL,EOL,qot,ot,E|ol,E|or,G_t|S_EOL|T_ol,G_t|S_EOL|T_or,e|ol|E,ee|or|E
"f102r1.3,@P0",f102r1,4192,5,oteeor,R01,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_start,P|A|1|paragraph_start,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,ee,or,E,EOL,t,1,ee|or|E,E|or,G_t|S_EOL|T_or,or,OGE,oteeor,7,0.7142857142857143,late,long,loiiin,cpheodar,iin,ar,LOIEL,XGXEODOL,NONE,NONE,LOE|iin,XGXEOD|ar,NG|S_LOIEL|T_iin,G_p|S_XGXEODOL|T_ar,loi|iin|LOE,cpheod|ar|XGXEOD
"f102r1.3,@P0",f102r1,4192,6,cpheodar,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_start,P|A|1|paragraph_start,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,cpheod,ar,XGXEOD,XGXEODOL,p,1,cpheod|ar|XGXEOD,XGXEOD|ar,G_p|S_XGXEODOL|T_ar,ar,XGXEOD,cpheodar,7,0.8571428571428571,penult,long,oteeor,sholdaiin,or,aiin,EOL,OLDOIL,ot,sh,E|or,OLD|aiin,G_t|S_EOL|T_or,NG|S_OLDOIL|T_aiin,ee|or|E,old|aiin|OLD
"f102r1.3,@P0",f102r1,4192,7,sholdaiin,R10,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_start,P|A|1|paragraph_start,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,old,aiin,OLD,OLDOIL,NONE,0,old|aiin|OLD,OLD|aiin,NG|S_OLDOIL|T_aiin,aiin,BOLD,sholdaiin,7,1.0,last,long,cpheodar,EOL,ar,EOL,XGXEODOL,EOL,NONE,EOL,XGXEOD|ar,EOL,G_p|S_XGXEODOL|T_ar,EOL,cpheod|ar|XGXEOD,EOL
"f102r1.4,+P0",f102r1,4193,1,dsheody,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,sheo,dy,BEO,BEODY,NONE,0,sheo|dy|BEO,BEO|dy,NG|S_BEODY|T_dy,dy,DBEO,dsheody,7,0.14285714285714285,first,long,BOL,okeeoy,BOL,y,BOL,EOY,BOL,ok,BOL,EO|y,BOL,G_k|S_EOY|T_y,BOL,eeo|y|EO
"f102r1.4,+P0",f102r1,4193,2,okeeoy,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,eeo,y,EO,EOY,k,1,eeo|y|EO,EO|y,G_k|S_EOY|T_y,y,OGEO,okeeoy,7,0.2857142857142857,second,long,dsheody,kod,dy,NONE,BEODY,GOD,d,NONE,BEO|dy,GOD|NONE,NG|S_BEODY|T_dy,G_k|S_GOD|T_NONE,sheo|dy|BEO,kod|NONE|GOD
"f102r1.4,+P0",f102r1,4193,3,kod,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,kod,NONE,GOD,GOD,k,1,kod|NONE|GOD,GOD|NONE,G_k|S_GOD|T_NONE,NONE,GOD,kod,7,0.42857142857142855,middle,long,okeeoy,chkeeody,y,dy,EOY,GEODY,ok,ch,EO|y,GEO|dy,G_k|S_EOY|T_y,G_k|S_GEODY|T_dy,eeo|y|EO,keeo|dy|GEO
"f102r1.4,+P0",f102r1,4193,4,chkeeody,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,keeo,dy,GEO,GEODY,k,1,keeo|dy|GEO,GEO|dy,G_k|S_GEODY|T_dy,dy,BGEO,chkeeody,7,0.5714285714285714,middle,long,kod,daraiiin,NONE,aiiin,GOD,OLOIEL,NONE,d,GOD|NONE,OL|aiiin,G_k|S_GOD|T_NONE,NG|S_OLOIEL|T_aiiin,kod|NONE|GOD,ar|aiiin|OL
"f102r1.4,+P0",f102r1,4193,5,daraiiin,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,ar,aiiin,OL,OLOIEL,NONE,0,ar|aiiin|OL,OL|aiiin,NG|S_OLOIEL|T_aiiin,aiiin,DOL,daraiiin,7,0.7142857142857143,late,long,chkeeody,ctheoly,dy,y,GEODY,XGXEOLY,ch,NONE,GEO|dy,XGXEOL|y,G_k|S_GEODY|T_dy,G_t|S_XGXEOLY|T_y,keeo|dy|GEO,ctheol|y|XGXEOL
"f102r1.4,+P0",f102r1,4193,6,ctheoly,R04,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ctheol,y,XGXEOL,XGXEOLY,t,1,ctheol|y|XGXEOL,XGXEOL|y,G_t|S_XGXEOLY|T_y,y,XGXEOL,ctheoly,7,0.8571428571428571,penult,long,daraiiin,qokcheololain,aiiin,ain,OLOIEL,BEOLOLOEL,d,qok,OL|aiiin,BEOLOL|ain,NG|S_OLOIEL|T_aiiin,G_k|S_BEOLOLOEL|T_ain,ar|aiiin|OL,cheolol|ain|BEOLOL
"f102r1.4,+P0",f102r1,4193,7,qokcheololain,H08,G2,FORMAL_G2_CORE_LOCAL_KERNEL,P,A,1,paragraph_continuation,P|A|1|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,cheolol,ain,BEOLOL,BEOLOLOEL,k,1,cheolol|ain|BEOLOL,BEOLOL|ain,G_k|S_BEOLOLOEL|T_ain,ain,QOGBEOLOL,qokcheololain,7,1.0,last,long,ctheoly,EOL,y,EOL,XGXEOLY,EOL,NONE,EOL,XGXEOL|y,EOL,G_t|S_XGXEOLY|T_y,EOL,ctheol|y|XGXEOL,EOL
"f102r1.7,@Lc",f102r1,4196,1,okolaly,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,P,A,1,label_or_marginal,P|A|1|label_or_marginal,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,olal,y,OLOL,OLOLY,k,1,olal|y|OLOL,OLOL|y,G_k|S_OLOLY|T_y,y,OGOLOL,okolaly,1,1.0,single,short,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL,BOL,EOL
