token,occurrences_core,distinct_lines,dominant_role,dominant_role_share,role_entropy_norm,stratified_role_purity,stratum_majority_role_agreement,strata_total,strata_with_2plus_occurrences,portable_strata_2plus,conflict_strata_2plus,dominant_module,dominant_module_share,module_entropy_norm,stratified_module_purity,distinct_section_I,dominant_I,dominant_I_share,section_I_entropy_norm,distinct_currier_L,dominant_L,dominant_L_share,currier_L_entropy_norm,distinct_hand_H,dominant_H,dominant_H_share,hand_H_entropy_norm,distinct_marker_family,dominant_marker,dominant_marker_share,marker_entropy_norm,metadata_concentration_risk_max_share,pass26_residual_status,pass21_24_candidate_class,pass21_24_candidate_confidence,sample_loci,sample_strata
qoaiin,4,4,H07,1.0,0.0,1.0,1.0,4,0,0,0,G2,0.75,0.811,1.0,3,S,0.5,0.946,2,A,0.5,1.0,3,3,0.5,0.946,2,paragraph_continuation,0.75,0.811,0.75,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.18,+P0;f76r.8,=P0;f88v.8,+P0;f104r.37,+P0",P|A|1|paragraph_continuation:1/H07;S|A|3|paragraph_continuation:1/H07;S|B|3|paragraph_continuation:1/H07;T|B|2|paragraph_terminal_or_label:1/H07
qokan,4,4,H08,1.0,0.0,1.0,1.0,2,1,1,0,G2,0.75,0.811,0.75,2,B,0.75,0.811,1,B,1.0,0.0,2,2,0.75,0.811,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75r.9,+P0;f78r.14,+P0;f79v.35,+P0;f103v.25,+P0",B|B|2|paragraph_continuation:3/H08;S|B|3|paragraph_continuation:1/H08
qokechy,4,4,H08,1.0,0.0,1.0,1.0,3,1,1,0,G1,0.75,0.811,0.75,3,S,0.5,0.946,2,A,0.5,1.0,2,1,0.5,1.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f7r.9,+P0;f89r1.8,+P0;f111r.41,+P0;f115v.14,+P0",H|A|1|paragraph_continuation:1/H08;P|A|1|paragraph_continuation:1/H08;S|B|3|paragraph_continuation:2/H08
qolchedy,4,4,R00,1.0,0.0,1.0,1.0,2,1,1,0,G2,0.5,1.0,0.75,2,B,0.75,0.811,1,B,1.0,0.0,1,2,1.0,0.0,2,paragraph_continuation,0.75,0.811,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f76r.19,=P0;f81v.17,+P0;f82r.2,+P0;f83v.19,+P0",B|B|2|paragraph_continuation:3/R00;T|B|2|paragraph_terminal_or_label:1/R00
ral,4,4,R00,1.0,0.0,1.0,1.0,2,1,1,0,G3C,0.5,1.0,0.75,2,B,0.75,0.811,1,B,1.0,0.0,2,2,0.75,0.811,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f80v.38,+P0;f81v.17,+P0;f84r.18,+P0;f113r.24,+P0",B|B|2|paragraph_continuation:3/R00;S|B|3|paragraph_continuation:1/R00
rchey,4,3,R00,1.0,0.0,1.0,1.0,1,1,1,0,G2,0.5,1.0,0.5,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f79v.4,+P0;f79v.18,+P0;f80v.38,+P0",B|B|2|paragraph_continuation:4/R00
rol,4,4,R00,1.0,0.0,1.0,1.0,2,1,1,0,G2,1.0,0.0,1.0,2,B,0.75,0.811,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75r.27,+P0;f76r.6,+P0;f81v.2,+P0;f81v.23,+P0",B|B|2|paragraph_continuation:3/R00;T|B|2|paragraph_continuation:1/R00
sh,4,4,R06,1.0,0.0,1.0,1.0,3,1,1,0,G3C,0.75,0.811,1.0,2,H,0.5,1.0,2,B,0.75,0.811,3,5,0.5,0.946,2,paragraph_continuation,0.5,1.0,0.75,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f18v.8,+P0;f34r.11,+P0;f66r.19,+L0;f66r.28,+L0",H|A|1|paragraph_continuation:1/R06;H|B|2|paragraph_continuation:1/R06;T|B|5|+L:2/R06
she,4,4,R06,1.0,0.0,1.0,1.0,3,1,1,0,G2,0.75,0.811,0.75,2,H,0.75,0.811,2,A,0.5,1.0,3,1,0.5,0.946,2,paragraph_start,0.5,1.0,0.75,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f24r.1,@P0;f29r.1,@P0;f43r.3,+P0;f111v.17,+P0",H|A|1|paragraph_start:2/R06;H|B|2|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:1/R06
shecthy,4,4,R00,1.0,0.0,1.0,1.0,2,2,2,0,G2,0.75,0.811,0.75,2,T,0.5,1.0,1,B,1.0,0.0,2,2,0.5,1.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f76r.24,+P0;f76r.42,+P0;f111r.26,+P0;f111r.48,+P0",S|B|3|paragraph_continuation:2/R00;T|B|2|paragraph_continuation:2/R00
sheeky,4,4,R06,1.0,0.0,1.0,1.0,2,1,1,0,G2,0.75,0.811,0.75,2,B,0.75,0.811,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75r.3,+P0;f75v.13,+P0;f76r.30,+P0;f81v.14,+P0",B|B|2|paragraph_continuation:3/R06;T|B|2|paragraph_continuation:1/R06
sodar,4,4,R06,1.0,0.0,1.0,1.0,4,0,0,0,G3C,0.75,0.811,1.0,4,H,0.25,1.0,3,A,0.5,0.946,3,1,0.5,0.946,2,paragraph_continuation,0.75,0.811,0.75,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f53r.7,+P0;f67r2.24,+Pb;f77r.48,+P0;f89r2.17,@Lf",A||4|paragraph_continuation:1/R06;B|B|2|paragraph_continuation:1/R06;H|A|1|paragraph_continuation:1/R06;P|A|1|label_or_marginal:1/R06
soiin,4,4,R06,1.0,0.0,1.0,1.0,3,1,1,0,G3C,0.5,1.0,1.0,3,H,0.5,0.946,2,A,0.5,1.0,3,1,0.5,0.946,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f4r.12,+P0;f36v.14,+P1;f84v.2,+P1;f111v.10,+P0",B|B|2|paragraph_continuation:1/R06;H|A|1|paragraph_continuation:2/R06;S|B|3|paragraph_continuation:1/R06
solchedy,4,4,R00,1.0,0.0,1.0,1.0,3,1,1,0,G1,0.5,0.946,1.0,3,B,0.5,0.946,1,B,1.0,0.0,2,2,0.75,0.811,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f76r.6,+P0;f77r.27,+P0;f83r.21,+P0;f113v.12,+P0",B|B|2|paragraph_continuation:2/R00;S|B|3|paragraph_continuation:1/R00;T|B|2|paragraph_continuation:1/R00
tair,4,4,R06,1.0,0.0,1.0,1.0,2,1,1,0,G2,0.75,0.811,0.75,1,S,1.0,0.0,2,B,0.75,0.811,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.2,+P0;f107r.39,+P0;f111r.54,+P0;f111v.25,+P0",S|A|3|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:3/R06
tchy,4,4,R06,1.0,0.0,1.0,1.0,2,1,1,0,G1,0.5,1.0,0.75,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,2,paragraph_continuation,0.75,0.811,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f11v.3,+P0;f19r.2,+P0;f22v.1,@P0;f53r.7,+P0",H|A|1|paragraph_continuation:3/R06;H|A|1|paragraph_start:1/R06
teol,4,4,R06,1.0,0.0,1.0,1.0,2,1,1,0,G2,0.5,0.946,0.5,2,B,0.75,0.811,2,B,0.75,0.811,2,2,0.75,0.811,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f80r.21,+P0;f80r.25,+P0;f81v.24,+P0;f93v.8,+P0",B|B|2|paragraph_continuation:3/R06;H|A|1|paragraph_continuation:1/R06
tol,4,4,R06,1.0,0.0,1.0,1.0,3,1,1,0,G1,0.5,0.946,0.75,3,H,0.5,0.946,3,A,0.5,0.946,3,1,0.5,0.946,2,paragraph_continuation,0.75,0.811,0.75,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f51r.9,+P0;f67r2.56,&Ls;f83r.26,+P1;f96r.5,+P0",A||4|&L:1/R06;B|B|2|paragraph_continuation:1/R06;H|A|1|paragraph_continuation:2/R06
tor,4,4,R06,1.0,0.0,1.0,1.0,3,1,1,0,G2,0.5,0.946,0.75,3,P,0.5,0.946,2,A,0.75,0.811,2,1,0.75,0.811,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f9v.9,+P0;f84r.16,+P0;f89v1.10,+P0;f102r2.5,+P0",B|B|2|paragraph_continuation:1/R06;H|A|1|paragraph_continuation:1/R06;P|A|1|paragraph_continuation:2/R06
ycheey,4,4,R06,1.0,0.0,1.0,1.0,3,1,1,0,G2,0.75,0.811,1.0,3,S,0.5,0.946,2,B,0.75,0.811,3,3,0.5,0.946,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f53v.12,+P0;f84v.24,+P0;f111r.41,+P0;f111v.38,+P0",B|B|2|paragraph_continuation:1/R06;H|A|1|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:2/R06
ycheol,4,4,R06,1.0,0.0,1.0,1.0,2,2,2,0,G3C,1.0,0.0,1.0,2,H,0.5,1.0,2,A,0.5,1.0,2,1,0.5,1.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f24r.18,+P0;f24v.7,+P0;f112v.40,+P0;f114v.32,+P0",H|A|1|paragraph_continuation:2/R06;S|B|3|paragraph_continuation:2/R06
ychor,4,4,R06,1.0,0.0,1.0,1.0,1,1,1,0,G3C,0.75,0.811,0.75,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f9v.11,+P0;f19v.9,+P0;f44r.4,+P0;f45v.9,+P0",H|A|1|paragraph_continuation:4/R06
ykchol,4,4,R07,1.0,0.0,1.0,1.0,3,1,1,0,G2,0.5,0.946,0.75,2,H,0.75,0.811,2,A,0.75,0.811,2,1,0.75,0.811,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f18r.4,+P0;f50v.8,+P0;f51r.10,+P0;f89v1.16,+P0",H|A|1|paragraph_continuation:2/R07;H|B|2|paragraph_continuation:1/R07;P|A|1|paragraph_continuation:1/R07
ykeedy,4,4,R00,1.0,0.0,1.0,1.0,3,1,1,0,G2,0.5,0.946,1.0,3,B,0.5,0.946,2,B,0.75,0.811,3,2,0.5,0.946,2,paragraph_continuation,0.75,0.811,0.75,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f72v1.21,&Lz;f81v.14,+P0;f84v.6,+P0;f115v.39,+P0",B|B|2|paragraph_continuation:2/R00;S|B|3|paragraph_continuation:1/R00;Z||4|&L:1/R00
ykor,4,4,R06,1.0,0.0,1.0,1.0,2,1,1,0,G3C,0.5,0.946,0.5,2,H,0.75,0.811,2,A,0.75,0.811,2,1,0.75,0.811,2,paragraph_continuation,0.75,0.811,0.75,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f13r.3,+P0;f23r.3,+P0;f23r.6,+P0;f67r2.26,@Pb",A||4|paragraph_start:1/R06;H|A|1|paragraph_continuation:3/R06
yky,4,4,R06,1.0,0.0,1.0,1.0,2,1,1,0,G3C,0.75,0.811,0.75,2,H,0.75,0.811,2,A,0.75,0.811,2,1,0.75,0.811,2,paragraph_continuation,0.75,0.811,0.75,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f19r.3,+P0;f23r.6,+P0;f36v.8,+P1;f68r1.5,@Pb",A||4|paragraph_start:1/R06;H|A|1|paragraph_continuation:3/R06
yshedy,4,4,R00,1.0,0.0,1.0,1.0,2,1,1,0,G1,0.75,0.811,1.0,2,B,0.75,0.811,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75r.39,+P0;f76r.45,+P0;f78v.7,+P0;f80v.24,+P0",B|B|2|paragraph_continuation:3/R00;T|B|2|paragraph_continuation:1/R00
ytaiin,4,4,R06,1.0,0.0,1.0,1.0,3,1,1,0,G2,0.75,0.811,1.0,3,C,0.5,0.946,2,B,0.75,0.811,3,2,0.5,0.946,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f16r.9,+P0;f86v3.7,+Pb;f86v3.26,+Pb;f107r.7,+P0",C|B|2|paragraph_continuation:2/R06;H|A|1|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:1/R06
ytain,4,4,R06,1.0,0.0,1.0,1.0,4,0,0,0,G3C,0.5,1.0,1.0,4,H,0.25,1.0,2,B,0.75,0.811,3,2,0.5,0.946,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f35r.15,+P0;f75r.7,+P0;f76r.48,+P0;f114r.34,+Pr",B|B|2|paragraph_continuation:1/R06;H|A|1|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:1/R06;T|B|2|paragraph_continuation:1/R06
ytam,4,4,R06,1.0,0.0,1.0,1.0,4,0,0,0,G2,0.75,0.811,1.0,3,S,0.5,0.946,2,B,0.75,0.811,2,2,0.5,1.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f43r.5,+P0;f58v.15,+P0;f86v3.7,+Pb;f105r.10,+Pr",C|B|2|paragraph_continuation:1/R06;H|B|2|paragraph_continuation:1/R06;S|A|3|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:1/R06
ytchy,4,3,R06,1.0,0.0,1.0,1.0,2,1,1,0,G3C,0.75,0.811,1.0,2,H,0.75,0.811,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f16v.5,+P0;f36v.8,+P1;f102r2.12,+P0",H|A|1|paragraph_continuation:3/R06;P|A|1|paragraph_continuation:1/R06
ytedy,4,3,R00,1.0,0.0,1.0,1.0,3,1,1,0,G2,0.75,0.811,1.0,2,B,0.75,0.811,1,B,1.0,0.0,1,2,1.0,0.0,2,paragraph_continuation,0.75,0.811,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f34r.4,+P0;f75v.53,*Lt;f81v.12,+P0",B|B|2|label_or_marginal:1/R00;B|B|2|paragraph_continuation:2/R00;H|B|2|paragraph_continuation:1/R00
a,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G3C,0.667,0.918,1.0,3,A,0.333,1.0,2,nan,0.667,0.918,2,4,0.667,0.918,3,+L,0.333,1.0,0.667,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.28,+L0;f69r.33,@Ro;f89v1.19,+P0",A||4|+L:1/R00;C||4|radial/ring_text:1/R00;P|A|1|paragraph_continuation:1/R00
alam,3,3,R00,1.0,0.0,1.0,1.0,1,1,1,0,G1,0.667,0.918,0.667,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f104r.20,+P0;f108r.12,+P0;f111v.21,+P0",S|B|3|paragraph_continuation:3/R00
arody,3,3,R00,1.0,0.0,1.0,1.0,2,1,1,0,G2,0.333,1.0,0.667,2,S,0.667,0.918,1,B,1.0,0.0,2,3,0.667,0.918,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f40v.19,+Pc;f113r.24,+P0;f116r.19,+P0",H|B|2|paragraph_continuation:1/R00;S|B|3|paragraph_continuation:2/R00
arol,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G2,0.667,0.918,1.0,3,H,0.333,1.0,2,B,0.667,0.918,3,2,0.333,1.0,2,paragraph_continuation,0.667,0.918,0.667,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f40v.18,+P0;f99v.8,@Lf;f103v.42,+P0",H|B|2|paragraph_continuation:1/R00;P|A|1|label_or_marginal:1/R00;S|B|3|paragraph_continuation:1/R00
cfhy,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G3C,0.333,1.0,1.0,2,H,0.667,0.918,1,A,1.0,0.0,2,1,0.667,0.918,2,paragraph_continuation,0.667,0.918,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f11r.1,@P0;f32v.9,+P0;f58v.12,+P0",H|A|1|paragraph_continuation:1/R00;H|A|1|paragraph_start:1/R00;S|A|3|paragraph_continuation:1/R00
chdal,3,3,R09,1.0,0.0,1.0,1.0,3,0,0,0,G1,0.667,0.918,1.0,3,H,0.333,1.0,1,B,1.0,0.0,2,2,0.667,0.918,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f33r.3,+P0;f83r.48,+Pb;f115v.33,+P0",B|B|2|paragraph_continuation:1/R09;H|B|2|paragraph_continuation:1/R09;S|B|3|paragraph_continuation:1/R09
chdar,3,3,R00,1.0,0.0,1.0,1.0,1,1,1,0,G3C,0.667,0.918,0.667,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f104v.20,+P0;f114r.34,+Pr;f114r.45,+P0",S|B|3|paragraph_continuation:3/R00
checkhey,3,3,R00,1.0,0.0,1.0,1.0,2,1,1,0,G2,0.667,0.918,0.667,2,S,0.667,0.918,1,B,1.0,0.0,2,3,0.667,0.918,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f76r.55,+P0;f111v.38,+P0;f112v.41,+P0",S|B|3|paragraph_continuation:2/R00;T|B|2|paragraph_continuation:1/R00
cheekey,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G2,0.667,0.918,1.0,2,S,0.667,0.918,2,B,0.667,0.918,2,3,0.667,0.918,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f58v.12,+P0;f79v.17,+P0;f112v.33,+P0",B|B|2|paragraph_continuation:1/R00;S|A|3|paragraph_continuation:1/R00;S|B|3|paragraph_continuation:1/R00
cheeo,3,3,R00,1.0,0.0,1.0,1.0,2,1,1,0,G3C,0.667,0.918,0.667,1,S,1.0,0.0,1,B,1.0,0.0,2,3,0.667,0.918,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f104r.6,+P0;f113r.19,+P0;f115r.34,+P0",S|B|3|paragraph_continuation:2/R00;S|B|@|paragraph_continuation:1/R00
chek,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G3C,1.0,0.0,1.0,3,C,0.333,1.0,1,nan,1.0,0.0,1,4,1.0,0.0,2,radial/ring_text,0.667,0.918,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68v3.13,@Ri;f68v1.8,@Ro;f73r.29,&Lz",A||4|radial/ring_text:1/R00;C||4|radial/ring_text:1/R00;Z||4|&L:1/R00
chekeedy,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G2,0.667,0.918,1.0,3,H,0.333,1.0,1,B,1.0,0.0,2,2,0.667,0.918,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f33r.3,+P0;f75r.2,+P0;f111r.17,+P0",B|B|2|paragraph_continuation:1/R00;H|B|2|paragraph_continuation:1/R00;S|B|3|paragraph_continuation:1/R00
chetar,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G2,0.333,1.0,1.0,3,H,0.333,1.0,2,B,0.667,0.918,3,2,0.333,1.0,2,paragraph_continuation,0.667,0.918,0.667,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f40v.19,+Pc;f69r.17,&L0;f116r.19,+P0",C||4|&L:1/R00;H|B|2|paragraph_continuation:1/R00;S|B|3|paragraph_continuation:1/R00
chety,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G3C,0.667,0.918,1.0,2,H,0.667,0.918,3,B,0.333,1.0,3,5,0.333,1.0,2,paragraph_continuation,0.667,0.918,0.667,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f66v.8,+P0;f68v2.10,@Ro;f87r.2,+P0",A||4|radial/ring_text:1/R00;H|A|1|paragraph_continuation:1/R00;H|B|5|paragraph_continuation:1/R00
chkal,3,3,R00,1.0,0.0,1.0,1.0,2,1,1,0,G1,0.667,0.918,0.667,2,S,0.667,0.918,1,B,1.0,0.0,2,3,0.667,0.918,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75r.29,+P0;f107v.2,+P0;f111v.17,+P0",B|B|2|paragraph_continuation:1/R00;S|B|3|paragraph_continuation:2/R00
chodar,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G1,0.667,0.918,1.0,3,A,0.333,1.0,3,nan,0.333,1.0,3,4,0.333,1.0,2,paragraph_continuation,0.667,0.918,0.667,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68r2.28,@Ls;f89v1.16,+P0;f115r.16,+P0",A||4|label_or_marginal:1/R00;P|A|1|paragraph_continuation:1/R00;S|B|@|paragraph_continuation:1/R00
cholkaiin,3,3,R07,1.0,0.0,1.0,1.0,2,1,1,0,G1,0.667,0.918,0.667,2,S,0.667,0.918,1,B,1.0,0.0,2,3,0.667,0.918,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f82v.13,+P0;f106v.36,+P0;f113v.9,+P0",B|B|2|paragraph_continuation:1/R07;S|B|3|paragraph_continuation:2/R07
choly,3,3,R00,1.0,0.0,1.0,1.0,3,0,0,0,G2,0.667,0.918,1.0,2,H,0.667,0.918,1,A,1.0,0.0,2,1,0.667,0.918,2,paragraph_continuation,0.667,0.918,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f9r.1,@P0;f29r.3,+P0;f58v.6,+P0",H|A|1|paragraph_continuation:1/R00;H|A|1|paragraph_start:1/R00;S|A|3|paragraph_continuation:1/R00
ckhaiin,3,3,R00,1.0,0.0,1.0,1.0,1,1,1,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f6r.8,+P0;f15r.4,+P0;f42r.22,+P0",H|A|1|paragraph_continuation:3/R00
ckhol,3,3,R00,1.0,0.0,1.0,1.0,2,1,1,0,G1,0.667,0.918,0.667,2,H,0.667,0.918,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f54r.9,+P0;f54r.11,+P0;f99r.18,+P0",H|A|1|paragraph_continuation:2/R00;P|A|1|paragraph_continuation:1/R00
ckhor,3,3,R00,1.0,0.0,1.0,1.0,1,1,1,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f2r.11,+P0;f6r.8,+P0;f96r.7,+P0",H|A|1|paragraph_continuation:3/R00
daim,3,3,R06,1.0,0.0,1.0,1.0,3,0,0,0,G2,0.667,0.918,1.0,3,H,0.333,1.0,3,A,0.333,1.0,3,1,0.333,1.0,2,paragraph_continuation,0.667,0.918,0.667,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f51r.9,+P0;f70r1.10,@Ri;f111r.48,+P0",C||4|radial/ring_text:1/R06;H|A|1|paragraph_continuation:1/R06;S|B|3|paragraph_continuation:1/R06
dairal,3,3,R06,1.0,0.0,1.0,1.0,3,0,0,0,G3C,0.667,0.918,1.0,3,C,0.333,1.0,2,nan,0.667,0.918,3,1,0.333,1.0,3,label_or_marginal,0.333,1.0,0.667,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f57v.1,@L0;f67v1.27,@Ro;f115v.39,+P0",A||4|radial/ring_text:1/R06;C||1|label_or_marginal:1/R06;S|B|3|paragraph_continuation:1/R06
dalshedy,3,3,R09,1.0,0.0,1.0,1.0,3,0,0,0,G2,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,2,2,0.667,0.918,2,paragraph_continuation,0.667,0.918,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f66r.61,+P0;f76r.24,+P0;f76r.32,=P0",T|B|2|paragraph_continuation:1/R09;T|B|2|paragraph_terminal_or_label:1/R09;T|B|5|paragraph_continuation:1/R09
